,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT,NET_SALES
1217,CT52,Poland,2021.03,NW OPEN FIELD,CD-Poland-Open Field,849.2900030344331,CD-PL-OPEN,EMEA,687.0,CUCUMBER,2464.207079168078,NORTH EUROPE,CAW2,NW OPEN FIELD,1672.9954171311454,13032.89275188362,11297816.0,1,3655.0,11359.897334752475,1961.6572260294222,11071.2355258542
1218,CT51,Germany,2020.05,EMEA GLASS,CD-Germany-Glass,414.4910531094753,CD-DE-GLAS,EMEA,665.0,CUCUMBER,27049.05002670592,NORTH EUROPE,CAW2,EMEA GLASS,2028.1451240182653,14113.910499004181,12654904.0,1,3385.0,12085.765374985916,2014.4458819779793,12099.464617026202
1219,CT56,Rep. of Belarus,2021.12,RUSSIA & UKRAINE,CD-Belarus,560.1100681558228,CD-BY,EMEA,685.0,CUCUMBER,31892.31428024196,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2389.3766087126123,30558.398100995502,10803348.0,1,3605.0,28169.02149228289,3679.6772040734218,26878.72089692208
1220,CT51,Sweden,2022.06,EMEA GLASS,CD-Sweden-Glass,2394.490212891037,CD-SE-GLAS,EMEA,666.0,CUCUMBER,9161.342573522626,NORTH EUROPE,CAW2,EMEA GLASS,3609.302216721301,22159.571558696003,12452354.0,1,3605.0,18550.2693419747,2065.553534713445,20094.018023982557
1221,CT7,Italy,2021.03,ITALY,CD-Italy,107.8593061163904,CD-IT,EMEA,602.0,MELON,30868.37582840657,SOUTH EUROPE,CAW1,ITALY,2001.6918386984355,17895.765538836073,11203247.0,1,3515.0,15894.073700137636,3428.463250898765,14467.302287937307
1222,CT7,Italy,2021.03,ITALY,CD-Italy,481.2436211628826,CD-IT,EMEA,602.0,MELON,20593.0450133194,SOUTH EUROPE,CAW1,ITALY,3836.79344822328,32279.280368351363,11203247.0,1,3515.0,28442.48692012808,3301.9250634774717,28977.35530487389
1223,CT7,Italy,2021.02,ITALY,CD-Italy,1859.153111180585,CD-IT,EMEA,602.0,MELON,8146.09100070199,SOUTH EUROPE,CAW1,ITALY,2115.630528513434,18891.967780955285,11203247.0,1,3515.0,16776.337252441852,1575.2208335355324,17316.746947419753
1224,CT7,Italy,2022.06,ITALY,CD-Italy,351.6397953017752,CD-IT,EMEA,602.0,MELON,-30432.8574192085,SOUTH EUROPE,CAW1,ITALY,2757.4552525376316,18370.04721819896,11203247.0,1,3515.0,15612.59196566133,2715.8971838988327,15654.150034300128
1225,CT7,Italy,2021.05,ITALY,CD-Italy,1795.081583167885,CD-IT,EMEA,602.0,MELON,40842.10793059091,SOUTH EUROPE,CAW1,ITALY,4492.43247793149,26692.367105928228,11203247.0,1,3515.0,22199.934627996736,3959.107963425712,22733.259142502517
1226,CT7,Italy,2021.02,ITALY,CD-Italy,516.9408243537682,CD-IT,EMEA,602.0,MELON,-4647.191094360227,SOUTH EUROPE,CAW1,ITALY,2841.113266495624,22899.772015562223,11203247.0,1,3515.0,20058.6587490666,3131.1324638788046,19768.639551683416
1227,CT7,Italy,2021.04,ITALY,CD-Italy,82.10101759144709,CD-IT,EMEA,602.0,MELON,33120.84796228324,SOUTH EUROPE,CAW1,ITALY,1230.9182465408016,12835.400335166925,11203247.0,1,3515.0,11604.482088626124,2236.7212519510504,10598.679083215875
1228,CT7,Italy,2020.03,ITALY,CD-Italy,257.7238569971647,CD-IT,EMEA,602.0,MELON,27391.93129971592,SOUTH EUROPE,CAW1,ITALY,4886.154475726247,34787.42742921668,11203247.0,1,3515.0,29901.272953490432,5103.817536306696,29683.609892909986
1229,CT7,Italy,2020.04,ITALY,CD-Italy,426.8816479911903,CD-IT,EMEA,602.0,MELON,24372.75337084989,SOUTH EUROPE,CAW1,ITALY,3763.9111258718945,21732.55106934171,11203247.0,1,3515.0,17968.639943469814,3484.1888906946697,18248.36217864704
1230,CT7,Italy,2020.06,ITALY,CD-Italy,1436.438335823608,CD-IT,EMEA,602.0,MELON,1684.773528750979,SOUTH EUROPE,CAW1,ITALY,2948.1650875354435,27635.30648347505,11203247.0,1,3515.0,24687.14139593961,6314.293120413705,21321.013363061345
1231,CT7,Italy,2021.04,ITALY,CD-Italy,389.335073629917,CD-IT,EMEA,602.0,MELON,-22470.76299972312,SOUTH EUROPE,CAW1,ITALY,4050.3012420170076,24279.55867928432,11203247.0,1,3515.0,20229.25743726731,2389.5777830874654,21889.980896196856
1232,CT7,Italy,2020.05,ITALY,CD-Italy,1250.831930584048,CD-IT,EMEA,602.0,MELON,23745.1105044068,SOUTH EUROPE,CAW1,ITALY,1993.9626091394605,12901.069570325973,11203247.0,1,3515.0,10907.106961186513,2002.2213179630578,10898.848252362915
1233,CT7,Italy,2020.01,ITALY,CD-Italy,444.6521024263183,CD-IT,EMEA,602.0,MELON,18183.81670776529,SOUTH EUROPE,CAW1,ITALY,2471.054430007246,17425.659098054406,11203247.0,1,3515.0,14954.604668047159,1994.812069933517,15430.847028120888
1234,CT7,Italy,2021.03,ITALY,CD-Italy,161.5095949678762,CD-IT,EMEA,602.0,MELON,14700.59069825506,SOUTH EUROPE,CAW1,ITALY,5039.877328667454,33293.995354561244,11203247.0,1,3515.0,28254.11802589379,4797.707127684246,28496.288226876997
1235,CT7,Italy,2020.03,ITALY,CD-Italy,1613.785368575744,CD-IT,EMEA,602.0,MELON,23466.25788385184,SOUTH EUROPE,CAW1,ITALY,1898.229364120231,16060.097657510027,11203247.0,1,3515.0,14161.868293389796,3718.2406750916703,12341.856982418356
1236,CT7,Italy,2020.02,ITALY,CD-Italy,397.6920555872427,CD-IT,EMEA,602.0,MELON,-25803.47214997026,SOUTH EUROPE,CAW1,ITALY,1550.009817272542,13180.326753874644,11203247.0,1,3515.0,11630.316936602103,1249.3926199130885,11930.934133961555
1237,CT7,Italy,2021.05,ITALY,CD-Italy,516.6332712002227,CD-IT,EMEA,602.0,MELON,-8426.847375551488,SOUTH EUROPE,CAW1,ITALY,3042.8017463137735,24477.260633514816,11203247.0,1,3515.0,21434.458887201043,4608.796697801648,19868.463935713167
1238,CT7,Italy,2021.05,ITALY,CD-Italy,21.81842995169154,CD-IT,EMEA,602.0,MELON,38182.58561887407,SOUTH EUROPE,CAW1,ITALY,3612.5297414587444,26190.24334247974,11203247.0,1,3515.0,22577.713601020994,4414.013035151723,21776.230307328016
1239,CT7,Italy,2021.03,ITALY,CD-Italy,1015.181657210714,CD-IT,EMEA,602.0,MELON,19048.2479269691,SOUTH EUROPE,CAW1,ITALY,2152.180643576694,16331.569349707637,12813903.0,1,3515.0,14179.388706130943,3307.243145552313,13024.326204155324
1240,CT7,Italy,2022.05,ITALY,CD-Italy,957.39308047948,CD-IT,EMEA,602.0,MELON,-2992.789378304089,SOUTH EUROPE,CAW1,ITALY,3577.117039792211,22941.011599945887,11203247.0,1,3515.0,19363.894560153676,3063.8788542781667,19877.13274566772
1241,CT7,Italy,2020.03,ITALY,CD-Italy,73.155839195223,CD-IT,EMEA,602.0,MELON,44005.46693441954,SOUTH EUROPE,CAW1,ITALY,1458.648769469154,12633.596622297624,11203247.0,1,3515.0,11174.947852828469,2589.6108900717386,10043.985732225885
1242,CT7,Italy,2020.06,ITALY,CD-Italy,1194.029288176763,CD-IT,EMEA,602.0,MELON,37402.98477930167,SOUTH EUROPE,CAW1,ITALY,3481.2757403875785,32745.41548784972,11203247.0,1,3515.0,29264.13974746214,4605.720362679463,28139.69512517026
1243,CT7,Italy,2020.05,ITALY,CD-Italy,419.5324596499362,CD-IT,EMEA,602.0,MELON,35435.01409983404,SOUTH EUROPE,CAW1,ITALY,1639.2315477143934,13438.073639518367,11203247.0,1,3515.0,11798.842091803974,2828.4143383157566,10609.65930120261
1244,CT7,Italy,2020.05,ITALY,CD-Italy,1216.638054980513,CD-IT,EMEA,602.0,MELON,1303.070358954697,SOUTH EUROPE,CAW1,ITALY,2399.8565420211685,19373.81414795299,11203247.0,1,3515.0,16973.957605931824,3290.5011607184224,16083.312987234569
1245,CT7,Italy,2020.04,ITALY,CD-Italy,190.3672457377097,CD-IT,EMEA,602.0,MELON,10172.32995134375,SOUTH EUROPE,CAW1,ITALY,1715.4904530216795,12664.495682629262,11203247.0,1,3515.0,10949.005229607583,2251.4809319629476,10413.014750666314
1246,CT7,Italy,2021.05,ITALY,CD-Italy,1759.72888815725,CD-IT,EMEA,602.0,MELON,29357.86692840845,SOUTH EUROPE,CAW1,ITALY,3809.326365153949,29319.899326170922,11203247.0,1,3515.0,25510.572961016973,3843.7642969346425,25476.13502923628
1247,CT7,Italy,2022.04,ITALY,CD-Italy,373.3381093633073,CD-IT,EMEA,602.0,MELON,31699.79730865209,SOUTH EUROPE,CAW1,ITALY,3463.3757318560283,26911.201564407133,12813903.0,1,3515.0,23447.825832551105,3217.9291966794044,23693.272367727728
1248,CT7,Italy,2020.05,ITALY,CD-Italy,944.2818636001316,CD-IT,EMEA,602.0,MELON,39966.12440309051,SOUTH EUROPE,CAW1,ITALY,4550.572036307937,27682.921552027496,11203247.0,1,3515.0,23132.349515719558,4242.63996495306,23440.281587074434
1249,CT7,Italy,2020.03,ITALY,CD-Italy,59.72063397293755,CD-IT,EMEA,602.0,MELON,30972.75559997184,SOUTH EUROPE,CAW1,ITALY,4633.976030515379,30868.711459011025,11203247.0,1,3515.0,26234.735428495645,4316.2438922396905,26552.467566771335
1250,CT7,Italy,2021.02,ITALY,CD-Italy,1170.461614832953,CD-IT,EMEA,602.0,MELON,41636.14969982155,SOUTH EUROPE,CAW1,ITALY,1615.687188284555,17375.096310471003,11203247.0,1,3515.0,15759.409122186447,998.678351793774,16376.417958677228
1251,CT7,Italy,2020.03,ITALY,CD-Italy,252.5662518649037,CD-IT,EMEA,602.0,MELON,29857.97620575297,SOUTH EUROPE,CAW1,ITALY,3892.612195133,29730.015312258707,11203247.0,1,3515.0,25837.40311712571,4310.250893538026,25419.764418720682
1252,CT7,Italy,2020.06,ITALY,CD-Italy,2439.294751046026,CD-IT,EMEA,602.0,MELON,-10049.78725163665,SOUTH EUROPE,CAW1,ITALY,3054.441746951653,31405.985764769765,11203247.0,1,3515.0,28351.544017818112,6491.6313860849805,24914.354378684784
1253,CT7,Italy,2021.05,ITALY,CD-Italy,1711.321917217851,CD-IT,EMEA,602.0,MELON,49911.47349945914,SOUTH EUROPE,CAW1,ITALY,1253.7122239872433,20402.220942312993,11203247.0,1,3515.0,19148.50871832575,4421.09613702028,15981.124805292713
1254,CT7,Italy,2022.05,ITALY,CD-Italy,857.4859531329708,CD-IT,EMEA,602.0,MELON,-408.5417125347612,SOUTH EUROPE,CAW1,ITALY,2900.903312120238,28864.77512128748,11203247.0,1,3515.0,25963.87180916724,4757.7713706603945,24107.003750627086
1255,CT7,Italy,2022.05,ITALY,CD-Italy,161.097523349893,CD-IT,EMEA,602.0,MELON,-28113.2288540493,SOUTH EUROPE,CAW1,ITALY,4185.553884438598,32779.807577531734,12813903.0,1,3515.0,28594.253693093135,5592.499430408655,27187.30814712308
1256,CT7,Italy,2020.05,ITALY,CD-Italy,1220.466628046425,CD-IT,EMEA,602.0,MELON,27985.78496918263,SOUTH EUROPE,CAW1,ITALY,3070.947675239588,23635.409270453812,11203247.0,1,3515.0,20564.461595214223,4305.329489705674,19330.07978074814
1257,CT7,Italy,2020.03,ITALY,CD-Italy,131.2960253083508,CD-IT,EMEA,602.0,MELON,8870.444236198033,SOUTH EUROPE,CAW1,ITALY,5249.790650424599,29884.707569853177,11203247.0,1,3515.0,24634.91691942858,5154.780122096494,24729.927447756683
1258,CT7,Italy,2022.04,ITALY,CD-Italy,907.575656942588,CD-IT,EMEA,602.0,MELON,17677.55439683716,SOUTH EUROPE,CAW1,ITALY,4126.255666020659,29783.038455666945,11203247.0,1,3515.0,25656.782789646284,3999.0190464950447,25784.019409171902
1259,CT7,Italy,2020.03,ITALY,CD-Italy,1937.180159293106,CD-IT,EMEA,602.0,MELON,31526.56898663417,SOUTH EUROPE,CAW1,ITALY,1406.5806545923685,11907.346155051519,11203247.0,1,3515.0,10500.76550045915,2473.592784033157,9433.753371018362
1260,CT7,Italy,2022.03,ITALY,CD-Italy,547.0833294122197,CD-IT,EMEA,602.0,MELON,9687.56535327404,SOUTH EUROPE,CAW1,ITALY,1197.534296260253,13673.329814070394,11203247.0,1,3515.0,12475.79551781014,2113.257183011967,11560.072631058427
1261,CT7,Italy,2021.04,ITALY,CD-Italy,215.9095812878652,CD-IT,EMEA,602.0,MELON,13077.94561105763,SOUTH EUROPE,CAW1,ITALY,4291.167832869529,31086.419270228354,12813903.0,1,3515.0,26795.251437358827,4066.930796391946,27019.48847383641
1262,CT7,Italy,2020.05,ITALY,CD-Italy,631.8865292217339,CD-IT,EMEA,602.0,MELON,13690.43527912747,SOUTH EUROPE,CAW1,ITALY,2109.9034973072908,19773.307363484088,11203247.0,1,3515.0,17663.403866176795,4046.4993801394758,15726.807983344612
1263,CT7,Italy,2021.04,ITALY,CD-Italy,899.6614021356971,CD-IT,EMEA,602.0,MELON,17519.32826685107,SOUTH EUROPE,CAW1,ITALY,2933.8990268302373,26260.024308123517,11203247.0,1,3515.0,23326.12528129328,2666.056438303857,23593.96786981966
1264,CT7,Italy,2021.02,ITALY,CD-Italy,676.8506156500075,CD-IT,EMEA,602.0,MELON,21801.53679263605,SOUTH EUROPE,CAW1,ITALY,4112.547163207547,29426.90070757367,11203247.0,1,3515.0,25314.353544366124,5929.668833588569,23497.2318739851
1265,CT7,Italy,2021.05,ITALY,CD-Italy,373.8751793367002,CD-IT,EMEA,602.0,MELON,49185.67012421972,SOUTH EUROPE,CAW1,ITALY,1987.4628492019935,15259.783401922768,11203247.0,1,3515.0,13272.320552720776,2776.435802558761,12483.347599364008
1266,CT7,Italy,2021.02,ITALY,CD-Italy,174.1012178838883,CD-IT,EMEA,602.0,MELON,43062.60894373927,SOUTH EUROPE,CAW1,ITALY,2396.88670125019,21923.934485025926,11203247.0,1,3515.0,19527.047783775735,2093.1002954701607,19830.834189555764
1267,CT7,Italy,2020.04,ITALY,CD-Italy,203.5106096632819,CD-IT,EMEA,602.0,MELON,-15607.1254420498,SOUTH EUROPE,CAW1,ITALY,3084.257292842615,26461.404547507584,11203247.0,1,3515.0,23377.147254664967,5091.258465329045,21370.146082178537
1268,CT7,Italy,2020.03,ITALY,CD-Italy,305.5933592184048,CD-IT,EMEA,602.0,MELON,-21435.9484195805,SOUTH EUROPE,CAW1,ITALY,2285.656542084189,31103.67997862724,11203247.0,1,3515.0,28818.02343654305,6303.603220474277,24800.07675815296
1269,CT7,Italy,2020.03,ITALY,CD-Italy,1091.592887768995,CD-IT,EMEA,602.0,MELON,21323.78962791594,SOUTH EUROPE,CAW1,ITALY,4157.740738086842,32381.76446191196,11203247.0,1,3515.0,28224.023723825117,4753.810355317964,27627.954106593996
1270,CT7,Italy,2020.05,ITALY,CD-Italy,560.905068835543,CD-IT,EMEA,602.0,MELON,20923.15583597689,SOUTH EUROPE,CAW1,ITALY,4794.4720665162595,29677.355883736287,11203247.0,1,3515.0,24882.883817220027,3976.931773140526,25700.424110595763
1271,CT7,Italy,2022.05,ITALY,CD-Italy,893.5013987691747,CD-IT,EMEA,602.0,MELON,-17685.88126296591,SOUTH EUROPE,CAW1,ITALY,2423.179133518452,27735.630449138363,11203247.0,1,3515.0,25312.45131561991,4538.072344143174,23197.55810499519
1272,CT7,Italy,2022.03,ITALY,CD-Italy,745.5141443622728,CD-IT,EMEA,602.0,MELON,19111.07815886832,SOUTH EUROPE,CAW1,ITALY,1813.1745450444305,15213.964085559714,12813903.0,1,3515.0,13400.789540515283,2977.814506224103,12236.149579335612
1273,CT7,Italy,2021.04,ITALY,CD-Italy,2385.257530013925,CD-IT,EMEA,602.0,MELON,20909.85546816928,SOUTH EUROPE,CAW1,ITALY,3091.9226751694896,23614.572605635076,11203247.0,1,3515.0,20522.649930465588,1856.5217415063757,21758.0508641287
1274,CT7,Italy,2021.03,ITALY,CD-Italy,518.251714543995,CD-IT,EMEA,602.0,MELON,11841.11923856737,SOUTH EUROPE,CAW1,ITALY,3120.766318192357,16184.702990053498,11203247.0,1,3515.0,13063.93667186114,2638.216343073911,13546.486646979587
1275,CT7,Italy,2021.03,ITALY,CD-Italy,377.5657335207137,CD-IT,EMEA,602.0,MELON,-26687.20873107703,SOUTH EUROPE,CAW1,ITALY,4042.6795127027817,27884.613544376196,12813903.0,1,3515.0,23841.934031673416,4132.3675659963465,23752.245978379848
1276,CT7,Italy,2022.03,ITALY,CD-Italy,100.7121762025583,CD-IT,EMEA,602.0,MELON,52152.97437078162,SOUTH EUROPE,CAW1,ITALY,1722.3849637636679,17830.09110856063,11203247.0,1,3515.0,16107.706144796965,2617.4536148669154,15212.637493693715
1277,CT7,Italy,2021.03,ITALY,CD-Italy,586.0350746398506,CD-IT,EMEA,602.0,MELON,28835.89876952945,SOUTH EUROPE,CAW1,ITALY,2298.49242241869,15284.177480779363,11203247.0,1,3515.0,12985.685058360674,2561.9120685348057,12722.265412244557
1278,CT7,Italy,2021.03,ITALY,CD-Italy,1631.745177853551,CD-IT,EMEA,602.0,MELON,29903.25249381183,SOUTH EUROPE,CAW1,ITALY,2163.7814897745234,16594.98675428708,11203247.0,1,3515.0,14431.205264512557,1143.1061142211145,15451.880640065967
1279,CT7,Italy,2021.04,ITALY,CD-Italy,487.015120525885,CD-IT,EMEA,602.0,MELON,-3280.092556922649,SOUTH EUROPE,CAW1,ITALY,2711.5233099813045,24974.702851678252,11203247.0,1,3515.0,22263.179541696947,1700.8631567001937,23273.839694978058
1280,CT7,Italy,2022.03,ITALY,CD-Italy,53.85790804637912,CD-IT,EMEA,602.0,MELON,-17267.83849775375,SOUTH EUROPE,CAW1,ITALY,1805.5030125787368,12970.323725616394,11203247.0,1,3515.0,11164.820713037658,1063.6399698906876,11906.683755725706
1281,CT7,Italy,2020.06,ITALY,CD-Italy,59.92000669058427,CD-IT,EMEA,602.0,MELON,17691.08253046123,SOUTH EUROPE,CAW1,ITALY,3656.1585841384517,25783.14652652294,11203247.0,1,3515.0,22126.98794238449,5410.223987511525,20372.922539011415
1282,CT7,Italy,2020.03,ITALY,CD-Italy,1272.603176398474,CD-IT,EMEA,602.0,MELON,19407.08953547014,SOUTH EUROPE,CAW1,ITALY,4383.253235423085,31266.635581638908,11203247.0,1,3515.0,26883.38234621582,4283.373591049191,26983.261990589715
1283,CT7,Italy,2020.05,ITALY,CD-Italy,1259.403550769601,CD-IT,EMEA,602.0,MELON,-8130.375783074866,SOUTH EUROPE,CAW1,ITALY,2749.6193001357387,25300.69872194512,11203247.0,1,3515.0,22551.07942180938,3927.553099512898,21373.14562243222
1284,CT7,Italy,2021.03,ITALY,CD-Italy,358.8504541878762,CD-IT,EMEA,602.0,MELON,629.2336246470368,SOUTH EUROPE,CAW1,ITALY,4385.128890656962,31006.967128186767,11203247.0,1,3515.0,26621.838237529806,3993.258154246466,27013.7089739403
1285,CT7,Italy,2021.03,ITALY,CD-Italy,1624.610750690388,CD-IT,EMEA,602.0,MELON,35990.93526805385,SOUTH EUROPE,CAW1,ITALY,2584.4375993722906,22472.16347370505,11203247.0,1,3515.0,19887.725874332762,3039.8884511016936,19432.275022603357
1286,CT7,Italy,2022.04,ITALY,CD-Italy,1495.424972872442,CD-IT,EMEA,602.0,MELON,15649.44098394183,SOUTH EUROPE,CAW1,ITALY,5367.587416596775,31934.802477202673,12813903.0,1,3515.0,26567.215060605897,4957.174457774896,26977.62801942778
1287,CT7,Italy,2021.03,ITALY,CD-Italy,2232.228529992991,CD-IT,EMEA,602.0,MELON,23320.96580082604,SOUTH EUROPE,CAW1,ITALY,2561.777096633002,24668.74640217266,11203247.0,1,3515.0,22106.969305539656,3026.218211192738,21642.52819097992
1288,CT7,Italy,2020.04,ITALY,CD-Italy,1031.242582405235,CD-IT,EMEA,602.0,MELON,23233.35207237708,SOUTH EUROPE,CAW1,ITALY,3663.78410637644,26065.059734550694,11203247.0,1,3515.0,22401.275628174255,3379.6064744500827,22685.45326010061
1289,CT7,Italy,2022.05,ITALY,CD-Italy,442.9801926123867,CD-IT,EMEA,602.0,MELON,-10570.28543656729,SOUTH EUROPE,CAW1,ITALY,2447.6481089364997,19027.994392344524,11203247.0,1,3515.0,16580.346283408024,3444.344349132657,15583.650043211866
1290,CT7,Italy,2022.03,ITALY,CD-Italy,564.6218966829941,CD-IT,EMEA,602.0,MELON,33644.60588906621,SOUTH EUROPE,CAW1,ITALY,5508.2640619381555,33702.47578402984,11203247.0,1,3515.0,28194.211722091688,6186.57320752841,27515.90257650143
1291,CT7,Italy,2020.03,ITALY,CD-Italy,2276.459320838736,CD-IT,EMEA,602.0,MELON,-1249.652875872154,SOUTH EUROPE,CAW1,ITALY,3528.788266234644,27381.91366158569,11203247.0,1,3515.0,23853.125395351046,6127.089898996002,21254.823762589687
1292,CT7,Italy,2021.04,ITALY,CD-Italy,1181.338822971163,CD-IT,EMEA,602.0,MELON,28751.20348432707,SOUTH EUROPE,CAW1,ITALY,2597.0820808295666,18620.313601846443,11203247.0,1,3515.0,16023.231521016876,3138.2673152430584,15482.046286603385
1293,CT7,Italy,2021.05,ITALY,CD-Italy,694.2961504708364,CD-IT,EMEA,602.0,MELON,19076.78081748847,SOUTH EUROPE,CAW1,ITALY,4353.104611079327,28266.275351186043,12813903.0,1,3515.0,23913.170740106714,4460.829671375451,23805.445679810593
1294,CT7,Italy,2021.05,ITALY,CD-Italy,1207.821496829342,CD-IT,EMEA,602.0,MELON,-18657.06746745418,SOUTH EUROPE,CAW1,ITALY,2823.8879927830394,24471.51670730249,11203247.0,1,3515.0,21647.62871451945,3496.1060306247555,20975.410676677733
1295,CT7,Italy,2021.06,ITALY,CD-Italy,1718.609427121054,CD-IT,EMEA,602.0,MELON,37191.05797443684,SOUTH EUROPE,CAW1,ITALY,2032.1578956323704,23326.470753995975,11203247.0,1,3515.0,21294.312858363603,1923.101762928629,21403.368991067346
1296,CT7,Italy,2020.05,ITALY,CD-Italy,1309.959192607688,CD-IT,EMEA,602.0,MELON,23795.14779620729,SOUTH EUROPE,CAW1,ITALY,3382.3715081023965,22572.597253361302,11203247.0,1,3515.0,19190.225745258904,3263.7057529186122,19308.89150044269
1297,CT7,Italy,2021.05,ITALY,CD-Italy,844.3438142795769,CD-IT,EMEA,602.0,MELON,1811.745669900687,SOUTH EUROPE,CAW1,ITALY,2319.8004781058244,16543.822380057907,11203247.0,1,3515.0,14224.021901952081,3051.8038671739228,13492.018512883984
1298,CT7,Italy,2022.02,ITALY,CD-Italy,570.8447764263658,CD-IT,EMEA,602.0,MELON,32104.09121791588,SOUTH EUROPE,CAW1,ITALY,3216.8701259857457,26343.628169687883,11203247.0,1,3515.0,23126.75804370214,4083.1593195614187,22260.468850126465
1299,CT7,Italy,2020.05,ITALY,CD-Italy,185.2838647573753,CD-IT,EMEA,602.0,MELON,1139.889779162899,SOUTH EUROPE,CAW1,ITALY,2807.069264889036,16412.04661131795,11203247.0,1,3515.0,13604.977346428914,2980.39563578469,13431.650975533259
1300,CT7,Italy,2021.04,ITALY,CD-Italy,1120.968904165712,CD-IT,EMEA,602.0,MELON,46701.15395872951,SOUTH EUROPE,CAW1,ITALY,4115.812956526897,30881.031991285923,11203247.0,1,3515.0,26765.219034759026,2670.800908258548,28210.231083027375
1301,CT7,Italy,2021.05,ITALY,CD-Italy,886.2734193604249,CD-IT,EMEA,602.0,MELON,-10995.32179893836,SOUTH EUROPE,CAW1,ITALY,4701.465125335339,31026.421343878203,11203247.0,1,3515.0,26324.956218542866,1162.706533415308,29863.714810462894
1302,CT7,Italy,2021.01,ITALY,CD-Italy,1364.825044728985,CD-IT,EMEA,602.0,MELON,-35395.17855419072,SOUTH EUROPE,CAW1,ITALY,2303.7322196300206,18761.82708734516,11203247.0,1,3515.0,16458.09486771514,2874.317351758253,15887.509735586906
1303,CT7,Italy,2021.03,ITALY,CD-Italy,1726.908953684627,CD-IT,EMEA,602.0,MELON,7270.644026826132,SOUTH EUROPE,CAW1,ITALY,1861.74012079851,18303.308615850015,11203247.0,1,3515.0,16441.568495051506,1935.844959030173,16367.463656819842
1304,CT7,Italy,2022.04,ITALY,CD-Italy,819.3579423675302,CD-IT,EMEA,602.0,MELON,-4574.320877958315,SOUTH EUROPE,CAW1,ITALY,3433.602483702612,24093.9922584129,11203247.0,1,3515.0,20660.38977471029,4454.661908593779,19639.330349819124
1305,CT7,Italy,2022.06,ITALY,CD-Italy,1406.732639999679,CD-IT,EMEA,602.0,MELON,-984.3230302442971,SOUTH EUROPE,CAW1,ITALY,1972.8308445741552,16086.550756055107,11203247.0,1,3515.0,14113.719911480952,1662.6302898300326,14423.920466225074
1306,CT7,Italy,2022.02,ITALY,CD-Italy,273.0354510061633,CD-IT,EMEA,602.0,MELON,36340.93132687086,SOUTH EUROPE,CAW1,ITALY,4531.223965148701,28455.26552417862,11203247.0,1,3515.0,23924.04155902992,3962.756068644209,24492.50945553441
1307,CT7,Italy,2021.04,ITALY,CD-Italy,26.76220547973685,CD-IT,EMEA,602.0,MELON,578.301316315541,SOUTH EUROPE,CAW1,ITALY,2312.6505952101347,16574.761963034474,11203247.0,1,3515.0,14262.111367824338,2954.649146628769,13620.112816405705
1308,CT5,Spain,2021.12,IBERICA,CD-Spain,1421.741352922779,CD-ES,EMEA,649.0,MELON,21131.88576020097,SOUTH EUROPE,CAW1,IBERICA,3756.038893409839,32216.14454517819,12174969.0,1,3781.0,28460.10565176835,5580.120940129791,26636.0236050484
1309,CT5,Spain,2020.12,IBERICA,CD-Spain,831.9749079624139,CD-ES,EMEA,649.0,MELON,17230.34617870184,SOUTH EUROPE,CAW1,IBERICA,3102.8412754236415,23417.362057623453,12174969.0,1,3781.0,20314.520782199812,4008.4629819936617,19408.899075629794
1310,CT5,Spain,2022.01,IBERICA,CD-Spain,925.3333409678877,CD-ES,EMEA,649.0,MELON,7369.263677761552,SOUTH EUROPE,CAW1,IBERICA,2039.6687511420664,20410.264926928285,12174969.0,1,3781.0,18370.596175786217,4575.237974681957,15835.026952246328
1311,CT5,Spain,2022.01,IBERICA,CD-Spain,273.4038519574214,CD-ES,EMEA,649.0,MELON,-11099.40908734975,SOUTH EUROPE,CAW1,IBERICA,1953.9414622341176,20888.895447131905,12174969.0,1,3781.0,18934.953984897787,3845.3852319573957,17043.51021517451
1312,CT5,Spain,2020.12,IBERICA,CD-Spain,365.3758505849664,CD-ES,EMEA,649.0,MELON,36982.63812290795,SOUTH EUROPE,CAW1,IBERICA,4316.318332586508,32151.86633918772,12174969.0,1,3781.0,27835.548006601213,5879.761562704437,26272.104776483284
1313,CT5,Spain,2020.12,IBERICA,CD-Spain,600.9666041523716,CD-ES,EMEA,649.0,MELON,12275.32734011931,SOUTH EUROPE,CAW1,IBERICA,4958.304890070506,32388.403770159035,12174969.0,1,3781.0,27430.098880088528,5456.737847754085,26931.66592240495
1314,CT5,Spain,2020.11,IBERICA,CD-Spain,62.58149942625039,CD-ES,EMEA,649.0,MELON,14521.51834315885,SOUTH EUROPE,CAW1,IBERICA,2175.534107394514,19362.72605759637,12174969.0,1,3781.0,17187.191950201857,3145.6463963724227,16217.079661223946
