year,material_number,country,region,commercial_team,company_code,commercial_team_description,commercial_subregion_desc,crop,region_description,yearly_net_sales,yearly_gross_sales,yearly_base_sales,yearly_surcharge,yearly_discount,yearly_net_qty,forecasted_sales
2020,12540808,Argentina,Americas,CT40,4054.0,LAS,LAS,SPINACH,SAM,16036.581868950703,19235.848303613813,16496.707474221075,2739.140829392739,3199.266434663109,1000.914988510159,29853.951661675044
2020,12540808,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,12333.195525126204,13778.31311983821,11627.931497714088,2150.381622124123,1445.1175947120057,741.4574409341985,24881.835761702783
2020,12540830,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,70969.66722407893,83142.36992264185,75072.06250643964,8070.3074162022185,12172.702698562904,3130.4128641969346,21202.61326937077
2020,12540830,Germany,EMEA,CT50,3605.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,47556.10009625633,56841.601025028824,48206.029284013246,8635.57174101558,9285.500928772504,697.4573747270529,21202.61326937077
2020,12540830,Italy,EMEA,CT7,3515.0,ITALY,ITALY,SPINACH,EMEA,70297.8008268264,81408.19216701889,70475.78892541805,10932.403241600841,11110.391340192498,3593.552106957797,27298.573815243508
2020,12540830,Poland,EMEA,CT52,3655.0,NW OPEN FIELD,NW OPEN FIELD,SPINACH,EMEA,24351.02814249994,30395.585328711364,25746.423849555656,4649.161479155707,6044.557186211421,90.37149313638724,36341.57817416386
2020,12540830,USA,Americas,CT13,5183.0,US&CA,NAM WEST,SPINACH,NAM,33891.05899176104,39512.77648697941,34721.4259556768,4791.350531302611,5621.7174952183705,1484.1124629510853,38241.46285585502
2020,12562174,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,CUCUMBER,EMEA,17967.564733768988,19981.03781022024,16875.55840841221,3105.4794018080274,2013.473076451248,1039.941518616291,37917.10061512528
2020,12565950,Canada,Americas,CT13,1318.0,US&CA,NAM PC,TOMATO,NAM,22050.54048257739,25394.778223764544,21042.21817031775,4352.560053446795,3344.237741187152,504.4979488748057,36450.04933910852
2020,12565950,France,EMEA,CT51,3354.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,21470.680108709286,26310.184441943995,22454.307394758707,3855.877047185288,4839.504333234709,119.367102793302,36184.01447714167
2020,12565950,Hungary,EMEA,CT56,3440.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,TOMATO,EMEA,26089.56621504166,30764.018298248844,26239.57685154904,4524.441446699806,4674.452083207183,329.1990139790352,23450.049146844885
2020,12565950,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,17889.686143285748,20690.690219036456,18070.605186929737,2620.0850321067205,2801.0040757507104,5.254708643709591,26933.373760060666
2020,12565950,Sweden,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,13130.239251690546,15400.801885558269,13368.29573638674,2032.506149171528,2270.5626338677207,1708.731176101489,33981.259052474314
2020,12565950,United Kingdom,EMEA,CT51,3939.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,9902.156764187686,11756.021872855956,10292.833702257189,1463.1881705987691,1853.8651086682696,496.0306462708842,24202.70879119649
2020,12565954,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,47869.10774818045,59557.75210555238,52269.64501653962,7288.107089012751,11688.64435737193,1901.363769453613,30991.254151896734
2020,12566778,Hungary,EMEA,CT56,3440.0,E-EUROPE & ISRAEL,CENTRAL EUROPE & BALKANS,TOMATO,EMEA,32956.47182257992,41105.97613129663,34868.902272402665,6237.0738588939685,8149.5043087167105,818.3624938184438,20342.78318761554
2020,12566778,Turkey,EMEA,CT58,3970.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,11140.45916721587,12629.793675184676,11343.0012779414,1286.792397243274,1489.3345079688067,1523.489164325977,34553.95424553043
2020,12566781,Azerbaijan,EMEA,CT58,3605.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,16780.583163520125,20492.460832223325,17520.870909212936,2971.5899230103887,3711.8776687032,1736.590959505711,35133.40662146647
2020,12566781,Turkey,EMEA,CT58,3970.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,28539.130268750443,32582.2161697787,28565.73202566708,4016.4841441116273,4043.085901028257,88.51630080701682,21630.054128718923
2020,12567018,Italy,EMEA,CT7,3515.0,ITALY,ITALY,CAULIFLOWER,EMEA,210088.29305665375,247356.01778294134,212444.30203245865,34911.71575048268,37267.724726287604,6344.99184475784,39865.42603839181
2020,12567018,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,CAULIFLOWER,EMEA,57496.51087152682,65727.61048539155,56648.48198715085,9079.1284982407,8231.099613864726,1980.4908827277877,27164.6885498653
2020,12567932,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,61142.31976378862,71737.30011770877,63533.62701720291,8203.673100505845,10594.98035392013,1580.0006402399697,39835.86740248217
2020,12568222,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,27622.19687843088,32242.3460778917,27045.73672127696,5196.609356614736,4620.14919946081,128.111488507082,29444.33855635671
2020,12573152,Turkey,EMEA,CT58,3970.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,21359.19166634875,25288.84939571432,21421.68283775571,3867.166557958612,3929.6577293655737,1086.86435169311,27833.29791791645
2020,12587870,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,56159.138833104385,67398.689446893,58969.2041632013,8429.485283691714,11239.550613788617,3058.7794536876827,25534.18915418169
2020,12587872,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,500986.8822480156,585934.6226432407,512932.1272956917,73002.49534754902,84947.7403952252,22685.857724392998,20145.350696352634
2020,12591382,Canada,Americas,CT13,5015.0,US&CA,NAM PC,CUCUMBER,NAM,73481.10740135005,85440.06789274258,73761.77993337461,11678.287959367979,11958.96049139254,2354.83904943626,38434.89926348818
2020,12591382,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,31876.923494060982,38914.475053106034,34535.69831382323,4378.776739282805,7037.55155904506,173.65042921243685,21611.87751843476
2020,12593700,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,BROCCOLI,NAM,19553.29332563916,22201.90299917442,20010.67277717674,2191.23022199768,2648.609673535261,171.069939571356,20778.26529106544
2020,12595136,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,"BEAN, GARDEN",NAM,36086.42929113424,42377.1198427301,35660.93478832507,6716.18505440503,6290.690551595857,1819.3428437722148,33327.50759023141
2020,12598360,Germany,EMEA,CT52,3385.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,15850.34227470888,18779.25094825745,17416.90063518114,1362.350313076307,2928.908673548566,134.478671424956,
2020,12598360,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,LETTUCE,EMEA,19263.629934452776,23981.16711129928,20525.347192853827,3455.819918445449,4717.537176846502,107.5529829980163,33039.22306285549
2020,12598360,Sweden,EMEA,CT52,3605.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,20731.533174227385,25024.30039492692,22618.939523012075,2405.3608719148456,4292.767220699539,570.8365219671855,33476.59789617691
2020,12604753,Morocco,EMEA,CT57,3130.0,MAGHREB,MAGHREB,MELON,EMEA,12709.269870971331,15026.489688212145,13089.141200147238,1937.3484880649064,2317.2198172408125,1235.391631538834,27598.018400336747
2020,12604757,France,EMEA,CT52,3354.0,NW OPEN FIELD,NW OPEN FIELD,MELON,EMEA,25393.899772831614,30709.68058704612,25223.236587665648,5486.443999380473,5315.780814214507,179.2199521505711,37706.24551161725
2020,12604757,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,MELON,EMEA,87081.30514670869,104839.33254730659,92079.11522259079,12760.2173247158,17758.027400597886,6447.297122162459,23870.72821968829
2020,12606446,Argentina,Americas,CT40,4054.0,LAS,LAS,TOMATO,SAM,64665.16502363568,76057.22396375115,66839.8344442409,9217.389519510238,11392.058940115461,3507.2888241357687,29696.311233987235
2020,12606446,Mexico,Americas,CT13,5183.0,US&CA,NAM PC,TOMATO,NAM,22893.362338242456,25895.27371852649,21943.87121730533,3951.402501221153,3001.9113802840343,1184.760232562014,23403.8066081876
2020,12606446,Mexico,Americas,CT14,4570.0,MX&CACAR,MEXICO NORTH,TOMATO,NAM,16174.038557687523,19221.371902641687,16752.68399660499,2468.6879060366973,3047.333344954164,936.3417099405402,
2020,12606446,Mexico,Americas,CT14,5183.0,MX&CACAR,MEXICO NORTH,TOMATO,NAM,13600.64274954066,17192.973149557998,15224.418299344825,1968.554850213176,3592.330400017338,1834.324881811472,
2020,12607690,Canada,Americas,CT13,1318.0,US&CA,NAM PC,PEPPER,NAM,24389.19703762898,28721.950780118772,24946.97720849354,3774.9735716252317,4332.753742489795,1423.2190345916074,32429.215720442317
2020,12607869,Netherlands,EMEA,CT51,3155.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,26098.325377828434,30652.53077206145,26239.316604947333,4413.21416711412,4554.205394233017,1424.01888670353,33446.95460698164
2020,12607869,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,18295.72137473843,20864.216466715603,17662.21570069996,3202.0007660156434,2568.495091977173,66.35957845908922,33446.95460698164
2020,12609318,Canada,Americas,CT13,1318.0,US&CA,NAM PC,PEPPER,NAM,30045.26349317244,31793.90361819232,26470.11367104117,5323.789947151154,1748.6401250198846,94.9344737967167,25298.31649054773
2020,12610590,Mexico,Americas,CT15,4570.0,TD NAM,TD NAM,PEPPER,NAM,11339.468304889982,13350.961316733035,11905.601690566073,1445.3596261669643,2011.4930118430552,1527.175587218427,26328.6757296902
2020,12610604,Canada,Americas,CT13,1318.0,US&CA,NAM PC,PEPPER,NAM,18283.047208572912,21875.94958199453,18765.25943893706,3110.690143057469,3592.902373421619,669.3399131457841,35165.03446455009
2020,12610604,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,PEPPER,EMEA,25949.17111298217,29668.40065765556,25774.89803471113,3893.502622944434,3719.229544673391,1652.240639102531,21425.943328527075
2020,12622783,Turkey,EMEA,CT58,3970.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,54727.5645323674,64499.965237987824,56380.87386392958,8119.091374058253,9772.400705620428,2732.7287094726553,33158.177924656855
2020,12628218,Russian Fed.,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,RUSSIA & UKRAINE,TOMATO,EMEA,41436.27902155462,50687.00047453018,44158.159528374235,6528.840946155931,9250.721452975558,3050.82375314982,25906.12636316352
2020,12628220,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,13866.69260279548,17262.639180913466,15071.86909477902,2190.770086134444,3395.946578117987,1938.87289287679,27499.77145999973
2020,12634599,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,11916.794694227132,13886.384386217738,11699.487136713087,2186.89724950465,1969.5896919906063,1269.074845944963,36773.60586759608
2020,12635039,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,CAULIFLOWER,ANZ,25401.96512436059,29184.98934783665,25184.34777819534,4000.641569641305,3783.024223476061,713.7911721094099,20091.031923100985
2020,12643743,France,EMEA,CT52,3354.0,NW OPEN FIELD,NW OPEN FIELD,MELON,EMEA,24001.420132060728,29288.701990412246,25163.640663199352,4125.061327212894,5287.281858351519,1592.013886394089,35730.98288502668
2020,12643743,France,EMEA,CT52,3605.0,NW OPEN FIELD,NW OPEN FIELD,MELON,EMEA,10001.836514604216,11673.88933544104,10278.84433513011,1395.0450003109313,1672.0528208368253,1258.880682369529,35730.98288502668
2020,12647392,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,MELON,EMEA,54411.519835257444,65478.33901745067,57095.59039688029,8382.748620570372,11066.819182193221,1382.8410615461053,22159.708832128912
2020,12649869,Mexico,Americas,CT14,5183.0,MX&CACAR,MEXICO SOUTH,TOMATO,NAM,21838.387509693617,27287.06168950775,24197.346662835876,3089.715026671877,5448.674179814135,831.5781842557703,31476.527670908195
2020,12654904,Germany,EMEA,CT51,3385.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,12099.464617026202,14113.91049900418,12085.765374985916,2028.1451240182653,2014.4458819779795,414.4910531094753,34075.27974437769
2020,12656236,USA,Americas,CT13,5183.0,US&CA,NAM SOUTH EAST,PEPPER,NAM,16406.325750437554,18262.132248098704,15638.815643596145,2623.316604502561,1855.8064976611493,402.0411235092179,32687.181380415364
2020,12686512,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,24967.610336968704,30395.631338096697,26181.990540994582,4213.640797102114,5428.021001127991,1013.527198669611,36094.07847187409
2020,12686512,Germany,EMEA,CT50,3605.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,22785.91378147388,25285.3939229009,22045.596963505268,3239.796959395633,2499.48014142702,79.03724283302779,36094.07847187409
2020,12686512,Spain,EMEA,CT50,3781.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,15710.850689807825,18813.821459699822,16649.552478560316,2164.268981139506,3102.970769891998,707.9282465964766,33525.09811610274
2020,12686514,France,EMEA,CT50,3155.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,12237.859056525967,14789.880745289449,12687.073230984735,2102.807514304711,2552.02168876348,1142.0591954682,29497.0576413281
2020,12686514,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,41683.63201855248,47595.60118475294,41635.95931052191,5959.641874231021,5911.969166200448,2414.3803507498164,36990.1762274731
2020,12686514,Germany,EMEA,CT50,3605.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,24051.649076362628,28930.13192091945,25219.92051445431,3710.211406465144,4878.482844556822,208.7667288911504,36990.1762274731
2020,12691237,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,TOMATO,EMEA,26792.556842748323,31638.95941898808,27712.24881168253,3926.710607305551,4846.402576239752,1009.556035971584,23643.64258801996
2020,12697457,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,CUCUMBER,NAM,19404.7861105448,23199.12471156573,20493.56375558892,2705.5609559768127,3794.338601020934,1881.830688513881,30677.144933284373
2020,12697457,USA,Americas,CT13,5183.0,US&CA,NAM WEST,CUCUMBER,NAM,27971.321777821417,32453.023935325724,28993.39620582639,3459.6277294993347,4481.702157504305,696.1296701409565,36344.60727718267
2020,12697737,India,Asia,CT29,1266.0,INDIA,INDIA,RADISH,SA & SEA,458815.2430724131,549120.860082589,476960.00959942536,72160.8504831635,90305.61701017576,21195.248687705767,25164.39770716232
2020,12697783,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,CUCUMBER,NAM,9751.933408666491,11719.6509889573,10354.191719581404,1365.4592693758957,1967.717580290806,860.1311062123625,26244.37217873109
2020,12728883,Italy,EMEA,CT7,3515.0,ITALY,ITALY,SPINACH,EMEA,46382.920945873935,53076.754036483646,45706.3692226216,7370.3848138620515,6693.8330906097135,2083.1004136243705,29016.817127133225
2020,12730860,Italy,EMEA,CT7,3515.0,ITALY,ITALY,SPINACH,EMEA,77213.94632602234,89091.97445849952,76871.78041530534,12220.194043194173,11878.028132477179,5835.578004663227,25783.60923530633
2020,12730860,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,SPINACH,EMEA,25524.29276522144,29608.9661458532,26069.42636258909,3539.539783264111,4084.6733806317593,958.3787854102212,21480.837358569363
2020,12732272,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,35588.48625721004,40846.24370828169,34698.04809684861,6148.195611433088,5257.757451071653,1443.211778800142,28850.044451276317
2020,12737674,Canada,Americas,CT13,5015.0,US&CA,NAM PC,TOMATO,NAM,13643.8800336965,16972.619811716482,14519.431410817722,2453.1884008987618,3328.7397780199826,2089.470257750367,38466.00076953368
2020,12741300,Egypt,EMEA,CT53,3605.0,MIDDLE EAST & EGYPT,MIDDLE EAST,TOMATO,EMEA,24916.860313112145,29737.26101797008,25319.36597328125,4417.895044688831,4820.400704857932,268.4856582989875,31154.122769225112
2020,12742748,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,78105.82792628277,91613.33671761371,77871.46998984573,13741.866727767961,13507.508791330943,5114.421036508787,24717.33217477952
2020,12742850,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,105002.14367282938,122250.35804320352,105653.25407200982,16597.103971193705,17248.21437037414,5461.933190881744,38408.06689424739
2020,12742870,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,368270.6510958545,437097.34258550627,381815.04915734095,55282.29342816531,68826.69148965167,24300.76313737018,34651.02063974679
2020,12742888,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,205785.81254265606,233826.87818279155,204913.4294627966,28913.44871999502,28041.065640135566,10306.367027865594,22611.94963257328
2020,12760240,India,Asia,CT29,1266.0,INDIA,INDIA,OKRA,SA & SEA,681316.0063877983,798586.2638511503,700199.1563786309,98387.10747251958,117270.25746335213,35341.349504751895,22268.64483526429
2020,12760250,India,Asia,CT29,1266.0,INDIA,INDIA,GOURD,SA & SEA,92241.74375422805,108694.41834713164,95644.82505704492,13049.593290086728,16452.67459290357,6249.030601782737,29328.763467238903
2020,12760252,India,Asia,CT29,1266.0,INDIA,INDIA,GOURD,SA & SEA,251206.55519607195,299070.80774693796,259426.48540949618,39644.32233744179,47864.252550866004,13309.003569366378,39425.69688238396
2020,12760256,India,Asia,CT29,1266.0,INDIA,INDIA,GOURD,SA & SEA,238572.9367975655,282759.4026539473,250486.53222091377,32272.87043303351,44186.465856381845,10145.391731844613,20696.734022440836
2020,12788926,France,EMEA,CT52,3354.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,44416.111327697305,51297.61039525675,45140.705296451284,6156.905098805459,6881.499067559438,1786.7523262034197,34357.16634075687
2020,12788930,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,LETTUCE,EMEA,14274.582989418132,18495.2946234879,16292.178683026508,2203.115940461391,4220.711634069767,408.0594214611707,
2020,12791864,Canada,Americas,CT13,1318.0,US&CA,NAM PC,TOMATO,NAM,14874.956855872246,18835.409402156067,16607.819782556217,2227.589619599849,3960.452546283822,576.0844924413034,39454.91256948788
2020,12791864,Germany,EMEA,CT51,3385.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,14700.318886757408,17427.46349069374,15222.36999665742,2205.093494036319,2727.1446039363304,412.2053211433901,
2020,12791864,Russian Fed.,EMEA,CT56,3605.0,E-EUROPE & ISRAEL,RUSSIA & UKRAINE,TOMATO,EMEA,23980.7121464933,28677.498087735064,24395.363744198126,4282.134343536937,4696.785941241763,1828.163474545272,20368.806592137516
2020,12791864,Sweden,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,29339.724372275552,32111.17974021012,27843.91364803664,4267.266092173485,2771.455367934569,405.3585339621578,
2020,12791864,USA,Americas,CT13,5183.0,US&CA,NAM PC,TOMATO,NAM,21351.026100570554,26225.48382149065,22173.95243807989,4051.531383410761,4874.457720920099,800.2506432225401,28087.431251798585
2020,12792138,Australia,Asia,CT17,1059.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,TOMATO,ANZ,26628.99756883251,30284.59181650246,26067.07821983765,4217.513596664811,3655.594247669953,1249.075815498622,27225.41329618303
2020,12792138,Canada,Americas,CT13,1318.0,US&CA,NAM PC,TOMATO,NAM,12725.31072121198,15451.021873666445,13703.03018367266,1747.9916899937832,2725.7111524544616,934.2390769738208,32045.781541767163
2020,12792138,Canada,Americas,CT13,5015.0,US&CA,NAM PC,TOMATO,NAM,11330.277885144527,13527.84771736501,11483.208314379666,2044.639402985344,2197.569832220483,667.1371591899018,32045.781541767163
2020,12792138,France,EMEA,CT51,3354.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,21578.174454656066,23954.977496834148,21218.77227553555,2736.205221298599,2376.8030421780804,472.5758983545836,29478.997811944908
2020,12792138,Germany,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,17247.1745464608,20476.36048202136,17531.05579551286,2945.304686508499,3229.1859355605607,718.7458296150842,34827.076912343095
2020,12792138,Mexico,Americas,CT13,4570.0,US&CA,NAM PC,TOMATO,NAM,21183.291551296217,24916.09239084034,21586.94386764168,3329.148523198662,3732.8008395441207,1589.798535300321,22377.07108389017
2020,12792138,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,TOMATO,EMEA,71787.28521501548,82447.65630597563,71032.69156186898,11414.964744106652,10660.37109096015,3231.8492803448526,36228.44439019512
2020,12792138,New Zealand,Asia,CT17,1505.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,TOMATO,ANZ,11429.96763861413,13384.44215216387,11807.46838112218,1576.973771041687,1954.474513549734,273.460900992094,21590.41891610494
2020,12793026,Turkey,EMEA,CT58,3970.0,TURKEY & S-CA,TURKEY,TOMATO,EMEA,121522.28489575094,142894.56035737178,123124.42096215946,19770.139395212303,21372.27546162083,3662.934197977007,36418.70852330218
2020,12798499,Mexico,Americas,CT14,4570.0,MX&CACAR,MEXICO SOUTH,CUCUMBER,NAM,14456.827003726245,17082.232688339478,14591.886974461124,2490.3457138783533,2625.405684613236,18.49212353439205,29272.599795692036
2020,12804615,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,110909.9852970394,133298.7319196032,115838.70501046056,17460.02690914265,22388.746622563784,4844.6616597304555,29951.880948094786
2020,12809319,Mexico,Americas,CT13,4570.0,US&CA,NAM PC,TOMATO,NAM,22265.428251977664,24853.207173766103,21213.843352012067,3639.36382175404,2587.7789217884424,2178.377688532805,28486.426807717937
2020,12809351,USA,Americas,CT13,5183.0,US&CA,NAM WEST,TOMATO,NAM,25846.636478163324,30063.388069030854,27210.029540599324,2853.3585284315354,4216.751590867534,81.70628196275453,38559.30588890666
2020,12809454,USA,Americas,CT13,5183.0,US&CA,NAM WEST,TOMATO,NAM,16534.194785213007,19736.450493056345,16833.62067602289,2902.8298170334565,3202.25570784334,302.8418601279026,21472.63902219313
2020,12811645,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,MELON,EMEA,32715.531532251855,39101.439340484925,34225.988638185256,4875.450702299663,6385.907808233062,1694.404777886064,26497.386284670465
2020,12811667,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,MELON,EMEA,15953.25616544245,18553.47073086667,16095.63580497897,2457.8349258877,2600.2145654242195,961.9443766409048,27357.76677947729
2020,12820411,Japan,Americas,CT36,4206.0,PRIVATE PRODUCTION,PRIVATE PRODUCTION,ONION,SAM,18871.60029534326,21782.674104255497,18271.62421672785,3511.0498875276453,2911.073808912234,10.88086447465254,35695.79148701544
2020,12827350,USA,Americas,CT13,5183.0,US&CA,NAM NORTH EAST,PEPPER,NAM,21676.311624029124,25605.99469846582,21267.813729847745,4338.180968618075,3929.6830744366953,958.3197812152824,36193.58083781667
2020,12829223,New Zealand,Asia,CT17,1505.0,AUSTRALIA/NEW ZEALAND,AUSTRALIA/NEW ZEALAND,SPINACH,ANZ,21210.18391292447,24522.86957395873,20944.95698744535,3577.912586513381,3312.685661034263,1592.786091429199,37454.2548110262
2020,12830569,Germany,EMEA,CT50,3385.0,EMEA PROCESSING,EMEA PROCESSING,SPINACH,EMEA,39992.10186909897,49697.25813172778,42477.63622967085,7219.62190205693,9705.15626262881,2005.2986627416894,22376.449144814946
2020,12831659,France,EMEA,CT52,3354.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,95954.68279763038,110764.24615216558,95338.35928240031,15425.886869765263,14809.56335453521,4671.439489358274,30574.703625951995
2020,12831659,Netherlands,EMEA,CT52,3605.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,40214.718796519475,45157.69353563363,39295.47226725839,5862.22126837524,4942.974739114155,809.3655942203012,25847.91413344825
2020,12837319,India,Asia,CT29,1266.0,INDIA,INDIA,OKRA,SA & SEA,454235.67267602024,532456.7729057907,463964.27975661715,68492.4931491735,78221.10022977051,22410.09735721929,33987.40352583471
2020,12854191,Italy,EMEA,CT7,3515.0,ITALY,ITALY,TOMATO,EMEA,144745.44681296474,168817.85519283058,148823.88964115284,19993.965551677764,24072.408379865854,6657.954853850108,29544.840312400684
2020,12857319,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,PEPPER,EMEA,22914.99403073946,27546.367023425635,24190.962722466968,3355.404300958668,4631.372992686175,1442.08450145411,22754.77672306514
2020,12857604,Spain,EMEA,CT5,3781.0,IBERICA,IBERICA,PEPPER,EMEA,36829.17021151617,41937.90358634472,36385.48661847581,5552.41696786891,5108.733374828547,2217.3891496694614,29465.273929185616
2020,12893449,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,187172.25330771337,220744.19267875722,189897.77132411153,30846.421354645685,33571.93937104378,7349.957233350458,39977.4899872235
2020,12893469,India,Asia,CT29,1266.0,INDIA,INDIA,PEPPER,SA & SEA,132441.0818914761,156448.20343425064,137515.0732836496,18933.130150601013,24007.121542774574,4287.061540207989,20660.314967072267
2020,12894445,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,17080.35033197123,20623.69095249055,17883.52990220913,2740.161050281413,3543.340620519315,1572.786328161105,20130.61658256318
2020,12896947,India,Asia,CT29,1266.0,INDIA,INDIA,TOMATO,SA & SEA,129841.03246797805,154553.21596964396,135791.3404946169,18761.875475027067,24712.183501665888,7856.002628238208,22422.508400257226
2020,12899992,India,Asia,CT29,1266.0,INDIA,INDIA,CABBAGE,SA & SEA,47115.60141609701,56020.15721645826,51067.500211642764,4952.65700481549,8904.555800361257,2924.1213411961,32258.37954416713
2020,12907065,Philippines,Asia,CT22,1763.0,PHILIPPINES,PHILIPPINES,SQUASH,SA & SEA,35805.46447270862,42919.932460028765,36389.32081119586,6530.611648832916,7114.467987320149,1424.296666843216,36645.5113041475
2020,12915903,France,EMEA,CT52,3354.0,NW OPEN FIELD,NW OPEN FIELD,LETTUCE,EMEA,131372.49522972218,152133.18741693604,130155.43384575372,21977.753571182315,20760.692187213866,6127.715590444326,31693.68685979553
2020,12928047,Pakistan,Asia,CT19,1763.0,PAKISTAN,PAKISTAN,PEPPER,SA & SEA,11632.84913854995,13225.07298912925,11666.8135107994,1558.259478329845,1592.223850579296,1422.154384713732,21025.06574480685
2020,12946357,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,21342.809924637862,24609.965514903644,21602.75286248517,3007.2126524184737,3267.1555902657783,666.2440396646674,23553.494703481825
2020,12946357,Sweden,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,11289.63500484266,13297.949182676371,11069.468340044368,2228.480842632004,2008.3141778337128,805.4064473196303,23257.63813275158
2020,12946371,Netherlands,EMEA,CT51,3155.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,23778.54066395101,27495.397819671827,22958.83542888285,4536.562390788979,3716.8571557208143,1130.599405408844,30949.872438805683
2020,12946371,Netherlands,EMEA,CT51,3605.0,EMEA GLASS,EMEA GLASS,CUCUMBER,EMEA,54705.463276941155,64602.625312930155,56334.70860543675,8267.916707493408,9897.162035989,2711.7285598820217,30949.872438805683
